1 1 3608.460140
1 2 3647.122724
1 3 3636.915513
1 4 3665.872262
1 5 3660.966718
1 6 3634.707638
1 7 3659.734931
1 8 3646.565918
1 9 3599.897626
1 10 3651.333665
1 11 3629.272546
1 12 3667.543974
1 13 3627.058855
1 14 3648.883654
1 15 3628.437912
1 16 3681.266693
1 17 3653.250049
1 18 3621.330637
1 19 3624.467438
1 20 3649.902496
1 21 3634.267992
1 22 3701.527422
1 23 3634.066515
1 24 3650.575393
1 25 3616.753842
1 26 3636.568065
1 27 3589.917135
1 28 3655.436968
1 29 3620.454449
1 30 3631.390696
1 31 3619.374601
1 32 3669.474811
2 1 3582.391680
2 2 3574.497820
2 3 3603.306552
2 4 3586.746899
2 5 3661.912077
2 6 3626.568012
2 7 3608.404985
2 8 3608.877305
2 9 3613.679908
2 10 3621.863848
2 11 3598.289893
2 12 3606.836319
2 13 3602.383565
2 14 3681.053090
2 15 3649.303510
2 16 3641.021453
2 17 3640.635239
2 18 3625.321949
2 19 3619.280371
2 20 3642.128434
2 21 3620.511145
2 22 3642.653796
2 23 3643.723955
2 24 3645.569297
2 25 3562.887944
2 26 3602.924213
2 27 3589.696345
2 28 3606.026286
2 29 3601.432270
2 30 3580.539228
2 31 3598.654227
2 32 3603.440099
3 1 3659.097889
3 2 3646.879043
3 3 3639.155897
3 4 3632.165514
3 5 3668.582639
3 6 3650.407632
3 7 3631.578588
3 8 3635.448244
3 9 3605.149380
3 10 3594.895916
3 11 3585.492403
3 12 3589.686851
3 13 3606.054134
3 14 3648.666261
3 15 3643.625291
3 16 3601.364358
3 17 3582.063239
3 18 3609.148477
3 19 3648.908159
3 20 3603.054375
3 21 3604.366574
3 22 3637.433969
3 23 3650.683024
3 24 3621.436666
3 25 3591.519257
3 26 3618.993552
3 27 3603.258252
3 28 3578.086321
3 29 3615.233812
3 30 3610.732262
3 31 3632.144530
3 32 3629.110012
4 1 3567.948657
4 2 3553.082476
4 3 3592.480910
4 4 3561.904904
4 5 3552.089364
4 6 3587.668390
4 7 3578.780448
4 8 3592.211108
4 9 3623.353901
4 10 3580.360722
4 11 3595.192553
4 12 3605.587346
4 13 3604.700927
4 14 3621.333463
4 15 3627.579686
4 16 3601.844037
4 17 3562.885374
4 18 3573.092069
4 19 3577.106567
4 20 3588.881072
4 21 3570.090778
4 22 3592.455237
4 23 3593.345937
4 24 3595.199506
4 25 3595.335605
4 26 3607.703264
4 27 3593.343552
4 28 3582.610663
4 29 3601.804950
4 30 3617.344501
4 31 3637.883354
4 32 3610.953283
5 1 3559.488651
5 2 3571.430635
5 3 3598.386511
5 4 3603.129826
5 5 3624.396871
5 6 3616.650881
5 7 3599.134452
5 8 3611.563328
5 9 3615.250852
5 10 3605.540254
5 11 3631.739940
5 12 3572.620597
5 13 3622.809468
5 14 3585.130184
5 15 3588.420591
5 16 3600.771326
5 17 3586.978689
5 18 3618.551984
5 19 3590.117541
5 20 3603.126384
5 21 3616.862590
5 22 3678.369567
5 23 3605.940342
5 24 3668.178708
5 25 3574.278785
5 26 3609.896273
5 27 3608.746673
5 28 3585.192865
5 29 3565.076261
5 30 3589.532391
5 31 3584.136404
5 32 3581.769918
6 1 3622.075793
6 2 3630.087912
6 3 3607.281275
6 4 3622.030148
6 5 3604.687689
6 6 3631.369676
6 7 3648.037344
6 8 3628.495936
6 9 3596.626552
6 10 3568.700063
6 11 3536.560657
6 12 3588.944178
6 13 3582.881198
6 14 3587.288595
6 15 3569.720277
6 16 3617.357341
6 17 3581.528636
6 18 3609.633013
6 19 3617.242055
6 20 3650.538235
6 21 3627.174128
6 22 3631.873440
6 23 3641.190439
6 24 3606.282377
6 25 3638.078026
6 26 3627.764091
6 27 3619.344610
6 28 3594.760804
6 29 3633.934390
6 30 3590.693005
6 31 3615.443446
6 32 3625.107937
7 1 3583.751236
7 2 3604.212106
7 3 3596.900017
7 4 3626.619327
7 5 3634.613232
7 6 3616.655107
7 7 3627.038264
7 8 3621.293265
7 9 3652.428074
7 10 3617.361993
7 11 3609.957639
7 12 3696.965809
7 13 3636.697098
7 14 3591.462108
7 15 3650.544930
7 16 3635.954597
7 17 3653.756385
7 18 3625.686310
7 19 3643.504143
7 20 3604.381801
7 21 3592.028819
7 22 3616.773040
7 23 3644.241769
7 24 3666.579191
7 25 3702.832256
7 26 3621.903921
7 27 3628.383418
7 28 3785.162462
7 29 3709.459495
7 30 3601.573531
7 31 3643.028249
7 32 3615.939324
8 1 3592.119613
8 2 3641.436192
8 3 3612.489156
8 4 3640.160224
8 5 3615.180194
8 6 3658.503371
8 7 3650.330661
8 8 3653.561163
8 9 3615.582424
8 10 3590.956282
8 11 3621.074158
8 12 3617.351495
8 13 3619.427603
8 14 3619.775438
8 15 3623.010038
8 16 3654.792344
8 17 3625.139022
8 18 3640.635643
8 19 3624.792876
8 20 3631.140063
8 21 3641.342364
8 22 3663.960766
8 23 3628.068855
8 24 3623.877246
8 25 3556.511910
8 26 3587.333749
8 27 3587.812493
8 28 3603.314533
8 29 3606.623953
8 30 3598.933275
8 31 3613.094406
8 32 3614.166544
9 1 3639.837189
9 2 3626.998364
9 3 3653.395798
9 4 3631.669636
9 5 3634.002435
9 6 3645.319498
9 7 3602.477595
9 8 3668.729794
9 9 3649.298135
9 10 3606.181674
9 11 3655.055245
9 12 3628.021766
9 13 3616.279077
9 14 3628.595144
9 15 3654.144532
9 16 3645.788649
9 17 3633.461502
9 18 3645.831964
9 19 3619.065687
9 20 3641.085509
9 21 3625.710766
9 22 3648.772422
9 23 3649.005618
9 24 3698.294998
9 25 3589.158690
9 26 3594.010295
9 27 3637.066356
9 28 3633.226839
9 29 3637.288397
9 30 3598.485868
9 31 3630.454925
9 32 3583.421392
10 1 3621.621857
10 2 3618.268444
10 3 3606.468303
10 4 3624.178717
10 5 3612.877624
10 6 3624.835611
10 7 3628.022544
10 8 3635.489552
10 9 3632.849851
10 10 3599.608120
10 11 3631.348417
10 12 3629.003464
10 13 3613.136128
10 14 3629.888333
10 15 3651.500276
10 16 3647.964426
10 17 3596.518133
10 18 3643.691080
10 19 3658.484952
10 20 3633.996114
10 21 3644.803570
10 22 3682.654726
10 23 3638.684593
10 24 3666.130454
10 25 3568.475390
10 26 3605.632678
10 27 3620.096629
10 28 3606.001716
10 29 3618.659053
10 30 3592.183140
10 31 3605.586316
10 32 3603.801763
11 1 3601.938450
11 2 3657.828615
11 3 3582.180670
11 4 3618.394370
11 5 3616.152921
11 6 3636.867380
11 7 3652.597600
11 8 3620.022831
11 9 3626.533514
11 10 3584.759671
11 11 3633.244491
11 12 3568.275558
11 13 3614.755964
11 14 3601.776393
11 15 3644.827684
11 16 3627.970648
11 17 3609.968663
11 18 3608.411531
11 19 3419.310755
11 20 3609.283037
11 21 3585.794081
11 22 3583.698600
11 23 3631.762963
11 24 3637.524140
11 25 3540.369775
11 26 3595.081017
11 27 3615.509969
11 28 3608.206870
11 29 3614.616040
11 30 3579.002222
11 31 3595.990782
11 32 3596.441882
12 1 3553.484933
12 2 3554.632901
12 3 3601.969069
12 4 3624.926041
12 5 3595.728519
12 6 3622.877357
12 7 3594.755547
12 8 3655.945972
12 9 3584.235529
12 10 3617.957837
12 11 3604.252372
12 12 3597.239534
12 13 3607.017195
12 14 3597.702704
12 15 3606.173248
12 16 3627.117461
12 17 3619.270702
12 18 3623.250421
12 19 3642.646153
12 20 3630.553966
12 21 3663.927380
12 22 3625.285938
12 23 3656.865291
12 24 3621.317172
12 25 3604.814145
12 26 3625.804416
12 27 3589.890008
12 28 3610.182517
12 29 3604.392711
12 30 3621.265956
12 31 3621.684134
12 32 3604.534592
13 1 3628.777716
13 2 3649.230516
13 3 3614.919900
13 4 3619.473620
13 5 3650.759838
13 6 3637.678306
13 7 3626.471636
13 8 3650.365943
13 9 3573.146417
13 10 3560.991623
13 11 3586.402283
13 12 3592.569812
13 13 3577.314061
13 14 3569.344557
13 15 3587.343265
13 16 3621.824852
13 17 3609.132138
13 18 3594.579517
13 19 3580.686989
13 20 3622.947927
13 21 3585.384269
13 22 3621.031010
13 23 3618.152439
13 24 3645.466250
13 25 3599.383787
13 26 3588.065659
13 27 3590.049290
13 28 3552.412057
13 29 3546.234858
13 30 3571.501524
13 31 3590.723396
13 32 3587.527858
14 1 3654.024609
14 2 3636.693046
14 3 3642.001608
14 4 3650.387425
14 5 3643.758507
14 6 3669.726833
14 7 3643.766877
14 8 3596.875509
14 9 3623.581970
14 10 3627.249715
14 11 3676.271925
14 12 3624.265988
14 13 3640.104576
14 14 3657.718158
14 15 3621.220019
14 16 3698.007861
14 17 3669.644799
14 18 3656.318561
14 19 3631.706734
14 20 3605.274687
14 21 3659.155601
14 22 3616.204050
14 23 3675.491380
14 24 3627.519103
14 25 3625.950780
14 26 3626.838311
14 27 3634.687173
14 28 3631.561876
14 29 3648.332380
14 30 3634.618883
14 31 3637.608525
14 32 3664.907202
15 1 3605.705935
15 2 3576.436431
15 3 3680.323935
15 4 3639.228815
15 5 3609.569514
15 6 3633.106871
15 7 3630.606598
15 8 3621.243156
15 9 3607.078725
15 10 3599.572552
15 11 3638.102108
15 12 3591.498770
15 13 3616.386488
15 14 3600.850511
15 15 3689.923087
15 16 3604.123430
15 17 3593.624033
15 18 3587.161155
15 19 3620.201606
15 20 3633.539640
15 21 3605.584910
15 22 3628.621033
15 23 3603.376397
15 24 3658.028238
15 25 3630.493737
15 26 3637.243511
15 27 3586.224671
15 28 3599.184214
15 29 3631.728353
15 30 3601.387847
15 31 3633.686254
15 32 3637.581184
